timestamp,regime,spot,vol_actual,true_price,static_price,static_vol_used,qrc_price,qrc_vol_used,static_error,qrc_error
0,calm,100.74507122951685,0.19723471397657633,10.827174468513405,10.930239545353977,0.2,12.838432172532457,0.25081580290662453,0.9519111116228567,18.576016391608047
1,calm,99.12868279896473,0.18949660385643707,9.506899456093151,9.902880277904131,0.2,11.656553522034272,0.2463455850133682,4.165194169137744,22.61151572990884
2,calm,98.63796388671818,0.17175392597329417,8.53463316369863,9.600813494936986,0.2,10.067306039673127,0.21232567893847895,12.492397866299264,17.958274791394643
3,calm,99.09961922484113,0.2189487964209328,10.600952851011968,9.884860536950704,0.2,13.091225681437024,0.28463343534721264,6.754980652450554,23.491028263438924
4,calm,101.23381736815479,0.17558312700057957,10.34985782073673,11.25043297660551,0.2,12.008558899824912,0.22034821654225936,8.701328766704485,16.026317538052044
5,calm,98.48637198570233,0.16833411572926227,8.312531234561746,9.508443294173453,0.2,10.17226445796269,0.21752686299821763,14.386857936116476,22.372646440936872
6,calm,98.98461699954106,0.21223352577681737,10.27607689268978,9.813717162086824,0.2,11.247175189190969,0.2378778002678109,4.499379825893185,9.450087875383764
7,calm,99.73340181809402,0.191792333826274,9.973206660488685,10.281474053319833,0.2,11.533344102742433,0.23319460849877294,3.090955630674185,15.643288015223995
8,calm,100.54209340826262,0.2307607313293194,11.9526871733093,10.798548226666888,0.2,14.538802110067437,0.2991375931164459,9.655895196685464,21.636263873223474
9,calm,101.35529873593876,0.200380006621243,11.344778332937693,11.330692926810165,0.2,13.198248445609146,0.24995128257492408,0.12415761431524035,16.33764943022472
10,calm,101.37310317655312,0.2065750221931937,11.586474338185425,11.342478303199258,0.2,13.423738927223141,0.25563387179638236,2.1058695498252873,15.856977156395727
11,calm,101.91060043020933,0.19416094658348762,11.48624356330621,11.700942733116847,0.2,13.595758512447865,0.2509011405329088,1.86918524430834,18.365577375363006
12,calm,102.8292788518158,0.20349155625663679,12.452649945347815,12.325433726151978,0.2,14.156417212111151,0.2496262830060416,1.0215995772318642,13.681965479161695
13,calm,100.71663114915029,0.1948194271052222,10.71869233289869,10.91174202216694,0.2,12.69894053921513,0.24760075253037944,1.8010563534483202,18.474718228813217
14,calm,101.18654792056456,0.18181225090410524,10.546902285332123,11.219275296777816,0.2,12.137065420163694,0.22460577237250604,6.375075764006849,15.077063310267464
15,calm,102.5599074305177,0.21747178831270758,12.782337323455373,12.140798104025627,0.2,14.421347703170305,0.2615064692720266,5.018950784943938,12.822462263668912
16,calm,98.82512006149564,0.1935587696758865,9.472151542222527,9.715470212374015,0.2,11.408239109178496,0.2446963958705713,2.5687793218561263,20.439786655922624
17,calm,97.8399378284743,0.2238145451222728,10.02296942238683,9.119600292994576,0.2,11.674110298473778,0.2673290660663595,9.012988978840248,16.473569922293073
18,calm,100.43960870994802,0.18571297163947265,10.199458818949438,10.732345459753873,0.2,11.465452393816392,0.2195514854976111,5.2246560358123295,12.412360276555864
19,calm,101.1549660398962,0.22536779044807806,12.1450667482273,11.19848065725352,0.2,14.207506977002694,0.2801094365442221,7.79399661275592,16.981711764378968
20,calm,99.88434743587884,0.20682303949633288,10.633512056718274,10.377058083110732,0.2,12.047078885319259,0.2442802850579229,2.4117523188917964,13.293508495228442
21,calm,98.55547656090081,0.21954360001626147,10.290599006517311,9.550495603528859,0.2,11.866220120038605,0.26108319852936684,7.192034229686003,15.311267230638476
22,calm,99.33022757189947,0.21712797588646945,10.67478851818975,10.028285836308605,0.2,12.074750613489186,0.2541035378086919,6.056351194026093,13.114658832949361
23,calm,101.58613526329357,0.2010272171895927,11.52191888609839,11.483934048440183,0.2,13.423761480518593,0.2519629284310554,0.32967457967472374,16.506300844686937
24,calm,100.77257152945907,0.25,12.825208003183306,10.94813996252703,0.2,15.50953809919941,0.32088723439378913,14.635770742980345,20.93010963525765
25,calm,100.24753419716401,0.18288142164341264,9.96947066335651,10.608794431830852,0.2,12.028763480199117,0.23774584813643646,6.4128155853271185,20.65598953424561
26,calm,99.29210220131586,0.22177901193934735,10.826980777915175,10.004503770829174,0.2,13.349019869099642,0.28831271552115156,7.596549988928447,23.294020215948947
27,calm,103.58355393608869,0.23686827516641068,14.193310051664497,12.849044593632478,0.2,16.080226406206627,0.2875602997258837,9.471120218883494,13.29440664421225
28,calm,98.81121889235095,0.19770527117066203,9.620215814760599,9.706930658331203,0.2,11.284133626549576,0.2416474637409475,0.9013814787559643,17.296054930867307
29,calm,101.41807253513134,0.2253281371074575,12.315181492061285,11.372270520999507,0.2,14.277663701296362,0.27749537240276717,7.6564926929384285,15.935471275840705
30,calm,100.66572914221935,0.21549268106858674,11.458255276159122,10.878672321464087,0.2,13.427786092072623,0.2677468791863907,5.058212971576544,17.188749669519492
31,calm,102.31460147778863,0.22646527614302475,12.95045822517806,11.97375347672817,0.2,15.103148843834212,0.2839357204742264,7.541854747278344,16.62250540657262
32,calm,100.29858954336021,0.18799566245682411,10.19304704964398,10.641568617811316,0.2,12.182784422980504,0.24096909076522097,4.4002697719618835,19.520535553753
33,calm,101.03027276914895,0.20141944831279493,11.169356312243217,11.116555141911263,0.2,12.805227528790304,0.24508614415133578,0.4727324373569842,14.646065277315381
34,calm,99.11595286458368,0.21699204194042052,10.537005576624914,9.894985579371372,0.2,12.479546748794029,0.26824995334552365,6.093002348577911,18.4354194181923
35,calm,100.82760551569761,0.18579744084145033,10.456329423884718,10.98400420456641,0.2,12.49173412180874,0.24022055282701513,5.046462857954335,19.46576676586603
