timestamp,regime,spot,volatility,ground_truth,static_pca,qrc_enhanced,static_error,qrc_error
0,calm,100.74507122951685,0.1472347139765763,8.989054563981838,10.930239545353977,9.984392793387777,21.594984962603913,11.072779927203355
1,calm,100.81384006537894,0.13857239668491717,8.725027914713948,10.975028403660176,10.245516831224492,25.78788871439381,17.426751310977252
2,calm,102.19847315338234,0.1454844739902693,9.939355318721155,11.895041025350018,9.94709253888309,19.67618264884096,0.07784428580958469
3,calm,99.56245937531008,0.12956895610648803,7.555858059185439,10.173747368798658,9.942945912995128,34.64714780382522,31.592544951367568
4,calm,98.00772092665235,0.15393722471738247,7.47781443409923,9.21973483435525,10.068330841419638,23.294512261667947,34.64269446842002
5,calm,101.58568333932837,0.12738895390636865,8.875878185557653,11.483633103464797,10.091789475366262,29.380246814904933,13.699053371271747
6,calm,100.49689514710535,0.1695109025424472,9.63673226439115,10.769327229267084,9.872784532227975,11.752894381646415,2.449505302840738
7,calm,101.50529934683803,0.16945927067511574,10.309935613221263,11.43016207994799,9.855863612129603,10.865504002664869,4.404217621973962
8,calm,100.13057060235725,0.14401985299068265,8.459362793956082,10.533894675987995,9.99339945386,24.523500558624736,18.1341869035329
9,calm,99.2473644346232,0.1600289666304961,8.476359945487275,9.976632428618224,9.939176108530972,17.6994900261365,17.257598455602228
10,calm,99.41183777030176,0.12072970103735763,7.1349113417749095,10.079286410469358,10.053575739699006,41.26715704868161,40.90680679990115
11,calm,98.79658409616758,0.1542987766018951,7.9779119253683035,9.697944475179483,9.920964263231447,21.559934051688263,24.35539970909671
12,calm,100.09034531491154,0.19926484224970573,10.480630406069416,10.50819474480339,9.904253624408653,0.26300267890385104,5.499447641307705
13,calm,98.63591881780789,0.17810410611756375,8.772625685685817,9.599564387546977,9.998731425970298,9.426353425867298,13.976496709361516
14,calm,97.6740048534008,0.15137125949612054,7.179814367264463,9.021118254133846,9.979535622598043,25.645563975366777,38.99434041217816
15,calm,98.15370352534907,0.1772777304883421,8.44730967845122,9.30731055222617,9.883485814169433,10.180766498578613,17.001580270957113
16,calm,100.37573927551881,0.1569289641899395,9.094079072270603,10.691185686269236,9.986374611882617,17.562048903538606,9.811829570877338
17,calm,100.98483041295074,0.13497641150672143,8.71545548045448,11.086769135899353,10.023374738004712,27.20814374834276,15.006895055380726
18,calm,98.66572835556171,0.13368379430069122,7.126801448313785,9.61777979341447,10.013516323495104,34.952262430294816,40.50505540412272
19,calm,104.08025374988443,0.13073968747867748,10.850721913984174,13.199074290585145,9.83474435672563,21.642360713110396,9.36322546382075
20,calm,99.33022757189947,0.16712797588646944,8.793992560706194,10.028285836308605,9.903278273314363,14.035641571014615,12.614130668756099
21,calm,98.28554455325407,0.16744894315320905,8.156240262661647,9.38676282139459,9.81932567851419,15.086884631956435,20.390343617830396
22,calm,100.77257152945907,0.2270546298130944,11.961048499259462,10.94813996252703,10.013887050395553,8.468392522571444,16.27918697081165
23,calm,99.64477208988998,0.14920727715920762,8.330037393174152,10.225551147115915,9.942805628801295,22.755165006762113,19.360876302292322
24,calm,98.92704443611005,0.1635919549786935,8.407619532249441,9.778196960932966,9.926183813309969,16.30161097830779,18.061762609924365
25,calm,100.27968147215414,0.14111002511561635,8.453320451851098,10.629425216670612,10.096234018937999,25.74260348006791,19.43512701836752
26,calm,98.10867406849744,0.16835723894109553,8.083029099810659,9.280252388785918,9.883126061354027,14.811567225500937,22.27007894336956
27,calm,101.16195108014401,0.14961115718200904,9.359115150118058,11.20307829904771,9.918862643467484,19.70232355679899,5.980773656175884
28,calm,102.16190993359918,0.12128275697641121,9.091192521376186,11.870307263247405,10.037184800658892,30.569309090492432,10.405590653353643
29,calm,99.42202960470736,0.11205246035022684,6.829024691565991,10.085664505044264,9.982884360322316,47.68821260084623,46.183163939228656
30,calm,100.42148780160255,0.13754600960358812,8.420309205350343,10.720660003265792,10.055773337192413,27.31907750434847,19.422851251149794
31,calm,100.46094928131491,0.13740598285469774,8.442060096841566,10.746114952670553,9.963240455086698,27.292566380699007,18.019065735083466
